358.582	7.89033	331.034	20.2843
35.3377	9.67	46.7337	20.7701
75.7011	13.6365	59.4393	16.0568
52.7268	27.4793	35.654	16.2278
311.784	22.8279	330.676	17.0426
154.502	24.8979	139.312	22.2374
69.2364	25.5514	84.3327	23.9707
85.6152	25.1146	113.153	24.5873
73.1286	28.6464	54.3622	28.776
304.437	27.2432	289.438	29.752
269.382	29.4416	284.353	27.9093
126.934	30.5089	105.561	40.2388
230.657	34.6275	266.794	29.9954
286.828	30.2209	240.625	35.6209
45.6262	36.8931	75.5768	34.9002
25.3828	43.4216	46.2711	38.2191
75.8003	36.786	98.082	39.7032
189.241	46.4196	226.806	35.3909
108.14	38.1943	87.0529	42.7065
218.21	67.233	339.728	38.3603
71.7596	38.533	45.4892	42.134
88.3006	41.8276	72.0107	39.6226
12.2218	47.4452	27.156	44.5999
45.353	43.297	18.0163	50.1942
212.022	42.389	195.682	47.0755
191.946	46.7671	220.599	65.6641
214.201	65.8871	188.513	48.7915
196.739	72.6026	216.384	67.4898
14.7434	71.37	0.715164	78.3073
198.503	74.153	273.445	137.748
221.246	243.216	196.722	74.0348
100.691	82.0983	115.498	77.6976
201.507	82.9762	204.072	98.1762
141.915	102.02	195.739	87.2917
195.635	90.6598	142.994	105.149
14.4253	108.268	54.7111	94.0792
58.2374	94.6094	39.0929	103.786
204.241	100.644	219.655	206.834
38.376	104.007	0.394889	114.816
289.101	154.705	273.341	141.615
301.392	160.929	314.581	171.621
579.46	163.937	510.659	346.888
540.104	259.18	573.273	170.68
378.198	220.542	363.552	207.64
449.459	227.047	470.585	216.792
461.758	217.881	420.412	237.681
404.245	242.031	381.022	222.649
409.073	246.222	429.363	236.849
376.084	433.999	231.935	257.849
530.243	284.71	539.52	260.681
230.945	279.284	225.864	261.451
403.124	274.557	394.96	330.528
507.838	344.266	529.291	288.093
511.053	346.886	374.432	437.578
391.602	352.017	388.355	374.408
